	Condition	N° variables	Time	Status
279	PrimaryTumor_StageIV_280	14321	232.5851948261261	Solve_Succeeded
280	PrimaryTumor_StageIII_281	14321	261.7463037967682	Solve_Succeeded
281	PrimaryTumor_StageI_282	14321	254.57058334350586	Solve_Succeeded
282	PrimaryTumor_StageIII_283	14321	226.7315857410431	Solve_Succeeded
283	PrimaryTumor_StageI_284	14321	244.1465175151825	Solve_Succeeded
284	PrimaryTumor_StageIII_285	14321	233.6330919265747	Solve_Succeeded
285	SolidTissueNormal_StageIV_286	14321	251.96374607086182	Solve_Succeeded
286	PrimaryTumor_StageI_287	14321	242.16819548606873	Solve_Succeeded
287	PrimaryTumor_StageIV_288	14321	235.7894902229309	Solve_Succeeded
288	PrimaryTumor_StageNA_289	14321	236.43053650856018	Solve_Succeeded
289	PrimaryTumor_StageI_290	14321	269.5486297607422	Solve_Succeeded
290	PrimaryTumor_StageI_291	14321	235.9501097202301	Solve_Succeeded
291	PrimaryTumor_StageI_292	14321	227.58136224746704	Solve_Succeeded
292	PrimaryTumor_StageIV_293	14321	227.3812975883484	Solve_Succeeded
293	PrimaryTumor_StageNA_294	14321	222.33300709724426	Solve_Succeeded
294	PrimaryTumor_StageI_295	14321	251.49097418785095	Solve_Succeeded
295	SolidTissueNormal_StageI_296	14321	243.5792465209961	Solve_Succeeded
296	PrimaryTumor_StageIII_297	14321	230.8249590396881	Solve_Succeeded
297	PrimaryTumor_StageI_298	14321	232.65283298492432	Solve_Succeeded
298	PrimaryTumor_StageI_299	14321	221.2771623134613	Solve_Succeeded
299	PrimaryTumor_StageIV_300	14321	232.1074342727661	Solve_Succeeded
300	PrimaryTumor_StageIV_301	14321	234.9165642261505	Solve_Succeeded
301	PrimaryTumor_StageI_302	14321	232.06904077529907	Solve_Succeeded
302	PrimaryTumor_StageI_303	14321	241.4808371067047	Solve_Succeeded
303	PrimaryTumor_StageI_304	14321	263.2670557498932	Solved_To_Acceptable_Level
304	PrimaryTumor_StageIII_305	14321	231.10811376571655	Solve_Succeeded
305	PrimaryTumor_StageI_306	14321	220.46450185775757	Solve_Succeeded
306	PrimaryTumor_StageI_307	14321	233.67336559295654	Solve_Succeeded
307	PrimaryTumor_StageI_308	14321	233.4547951221466	Solve_Succeeded
308	PrimaryTumor_StageI_309	14321	233.67214345932007	Solve_Succeeded
309	PrimaryTumor_StageI_310	14321	267.27891659736633	Maximum_Iterations_Exceeded
310	PrimaryTumor_StageI_311	14321	239.62453389167786	Solve_Succeeded
311	PrimaryTumor_StageI_312	14321	253.1657075881958	Solve_Succeeded
312	PrimaryTumor_StageI_313	14321	230.07692790031433	Solve_Succeeded
313	PrimaryTumor_StageIV_314	14321	239.47079467773438	Solved_To_Acceptable_Level
314	PrimaryTumor_StageI_315	14321	237.53071784973145	Solve_Succeeded
315	Additional-NewPrimary_StageI_316	14321	234.80903911590576	Solve_Succeeded
316	PrimaryTumor_StageI_317	14321	269.5357623100281	Solve_Succeeded
317	PrimaryTumor_StageI_318	14321	237.86634731292725	Solve_Succeeded
318	PrimaryTumor_StageI_319	14321	237.16286611557007	Solve_Succeeded
319	PrimaryTumor_StageIII_320	14321	238.99696969985962	Solve_Succeeded
320	PrimaryTumor_StageI_321	14321	218.819349527359	Solve_Succeeded
321	SolidTissueNormal_StageI_322	14321	260.53163051605225	Solve_Succeeded
