Reaction	Acetate	Fructose	Galactose	Glucose	Glycerol	Gluconate	Pyruvate	Succinate
R_DAGK161	0.002447003448158234	0.005216566731016103	0.003745441301063453	0.007052038577793663	0.005332989159489185	0.005370243046862368	0.004589150915308589	0.005606356041877753
R_ARBTNtex	0.01925356174653206	0.02334497845435301	0.01858122364026788	0.024906116353383426	0.024906633480994082	0.021795922384380627	0.021989126381616982	0.024150138453229605
R_DAGK180	0.002487688681146521	0.005241535190182168	0.0038103363163648494	0.007103873708945515	0.005368755209514307	0.0054243148347869795	0.004628619168876385	0.00567272386717092
R_DAGK181	0.002365500432252081	0.005014525892548664	0.003651311522189314	0.006886475940900216	0.005278316659191536	0.0052516205109039114	0.004504838007991163	0.00549503685880759
R_CYANST	2.9541962310612036e-17	0.0	9.013167099731815e-21	0.0	0.0	1.855542638217148e-17	0.0	0.0
R_DALAt2pp	0.013457138552305657	0.02543950845261984	0.018419673410962074	0.024906196488575304	0.02262055652729661	0.02136449996857974	0.02080807775826401	0.024180845451584405
R_ARBTNtonex	0.01925356174653206	0.02334497845435301	0.01858122364026788	0.024906116353383426	0.024906633480994082	0.021795922384380627	0.021989126381616982	0.024150138453229605
R_DALAtex	9.350435092869702e-09	-3.147937760239472e-06	-3.1931862243261827e-07	-5.1685044990534826e-06	-1.0953386930800946e-07	-1.0116836062223909e-06	-2.94543248680057e-07	-1.9576145926514246e-07
R_DAMPtex	9.981168336281598e-09	9.97294580251662e-09	9.97472215935602e-09	9.973004200247715e-09	9.977292769747237e-09	9.99069760254656e-09	9.972695780291474e-09	9.972841885641515e-09
R_DCYTt2pp	1.9939045500768703e-08	1.9892001935659196e-08	1.990806113327252e-08	1.989420315977361e-08	1.9917977712857425e-08	1.996447920955492e-08	1.990303441582897e-08	1.9900608638661318e-08
R_ARBTNtpp	0.01925356174653206	0.02334497845435301	0.01858122364026788	0.024906116353383426	0.024906633480994082	0.021795922384380627	0.021989126381616982	0.024150138453229605
R_DCYTtex	9.966091008006828e-09	9.935574613040288e-09	9.946432205643063e-09	9.937394268577648e-09	9.952701968130029e-09	9.97912139033552e-09	9.94353119287972e-09	9.941938189372834e-09
R_DDCAtexi	9.93556080586444e-09	0.0	0.0	0.0	0.0	0.0	8.950151610452591e-09	8.276673520477167e-09
R_DAPAL	9.896691726851893e-09	9.839703983777095e-09	9.850713614246009e-09	9.837164586686757e-09	9.867691745666205e-09	9.940494534394372e-09	9.83935446616015e-09	9.843203047852983e-09
R_DAPDC	5.448718895616467e-06	0.0004868610513455785	0.0002345104953756734	0.0006941001382108672	0.00022886365587722584	0.00028193734307033186	0.00011465788386846188	0.00010546330113572386
R_DAPE	5.418467484363808e-06	0.0004868312371635874	0.00023448043890356152	0.0006940704064214431	0.00022883352280439478	0.00028190705546832234	0.00011462811923010352	0.00010543358031703254
R_DAPabcpp	9.83078159926022e-09	9.38531240047072e-09	9.622862882224308e-09	9.309017887699469e-09	9.68894990284356e-09	9.77558275879679e-09	9.395054393277185e-09	9.357897686302277e-09
